DATES,FOPR,FWIR,FGIR,FWPR
2019-08-31 00:00:00,11524.19262529984,0.0,100000.0,-0.0
2019-09-30 00:00:00,11360.510473712528,0.0,100000.0,-0.0
2019-10-31 00:00:00,11209.488260092301,0.0,100000.0,-0.0
2019-11-30 00:00:00,11060.124867343044,0.0,100000.0,-0.0
2019-12-31 00:00:00,10915.63187917079,0.0,100000.0,-0.0
2020-01-31 00:00:00,10788.899381883255,0.0,100000.0,-0.0
2020-02-28 00:00:00,10650.900333719754,0.0,100000.0,-0.0
2020-03-30 00:00:00,10540.837220483667,0.0,100000.0,-0.0
2020-04-29 00:00:00,10434.924537484616,0.0,100000.0,-0.0
2020-05-30 00:00:00,10332.579310824118,0.0,100000.0,-0.0
2020-06-29 00:00:00,10227.198110555455,0.0,100000.0,-0.0
2020-07-30 00:00:00,10122.424046149717,0.0,100000.0,-0.0
2020-08-30 00:00:00,10022.291841501561,0.0,100000.0,-0.0
2020-09-29 00:00:00,9895.536078510124,0.0,100000.0,-0.0
2020-10-30 00:00:00,9733.678090663267,0.0,100000.0,-0.0
2020-11-29 00:00:00,9558.325196169282,0.0,100000.0,-0.0
2020-12-30 00:00:00,9397.71493140236,0.0,100000.0,-0.0
2021-01-30 00:00:00,9273.259845118118,0.0,100000.0,-0.0
2021-02-27 00:00:00,9156.086958246722,0.0,100000.0,-0.0
2021-03-30 00:00:00,9057.485597858578,0.0,100000.0,-0.0
2021-04-29 00:00:00,8964.514693321375,0.0,100000.0,-0.0
2021-05-30 00:00:00,8872.331235420519,0.0,100000.0,-0.0
2021-06-29 00:00:00,8772.766879839613,0.0,100000.0,-0.0
2021-07-30 00:00:00,8674.076529363489,0.0,100000.0,-0.0
2021-08-30 00:00:00,8580.005420936073,0.0,100000.0,-0.0
2021-09-29 00:00:00,8477.375730809585,0.0,100000.0,-0.0
2021-10-30 00:00:00,8371.158287874006,0.0,100000.0,-0.0
2021-11-29 00:00:00,8260.851131795458,0.0,100000.0,-0.0
2021-12-30 00:00:00,8155.421839146056,0.0,100000.0,-0.0
2022-01-30 00:00:00,8061.741396583055,0.0,100000.0,-0.0
2022-02-27 00:00:00,7957.111760492629,0.0,100000.0,-0.0
2022-03-30 00:00:00,7846.081365094418,0.0,100000.0,-0.0
2022-04-29 00:00:00,7734.499931455566,0.0,100000.0,-0.0
2022-05-30 00:00:00,7634.315891929034,0.0,100000.0,-0.0
2022-06-29 00:00:00,7537.788287663542,0.0,100000.0,-0.0
2022-07-30 00:00:00,7444.814174133247,0.0,100000.0,-0.0
2022-08-30 00:00:00,7355.778764700841,0.0,100000.0,-0.0
2022-09-29 00:00:00,7265.772552670115,0.0,100000.0,-0.0
2022-10-30 00:00:00,7181.64695890068,0.0,100000.0,-0.0
2022-11-29 00:00:00,7098.589507521365,0.0,100000.0,-0.0
2022-12-30 00:00:00,7019.4439313621915,0.0,100000.0,-0.0
2023-01-30 00:00:00,6951.277913050123,0.0,100000.0,-0.0
2023-02-27 00:00:00,6878.828290670208,0.0,100000.0,-0.0
2023-03-30 00:00:00,6809.470634222854,0.0,100000.0,-0.0
2023-04-29 00:00:00,6737.473405365143,0.0,100000.0,-0.0
2023-05-30 00:00:00,6668.2558886906945,0.0,100000.0,-0.0
2023-06-29 00:00:00,6597.587325056735,0.0,100000.0,-0.0
2023-07-30 00:00:00,6527.9892925877475,0.0,100000.0,-0.0
2023-08-30 00:00:00,6461.664884486681,0.0,100000.0,-0.0
2023-09-29 00:00:00,6393.9643202589305,0.0,100000.0,-0.0
2023-10-30 00:00:00,6329.358230046556,0.0,100000.0,-0.0
2023-11-29 00:00:00,6262.628771972853,0.0,100000.0,-0.0
2023-12-30 00:00:00,6195.793509783381,0.0,100000.0,-0.0
2024-01-30 00:00:00,6135.624817788048,0.0,100000.0,-0.0
2024-02-27 00:00:00,6069.844830077995,0.0,100000.0,-0.0
2024-03-29 00:00:00,6008.664608480637,0.0,100000.0,-0.0
2024-04-28 00:00:00,5951.418070679181,0.0,100000.0,-0.0
2024-05-29 00:00:00,5898.077904156546,0.0,100000.0,-0.0
2024-06-28 00:00:00,5842.591898982213,0.0,100000.0,-0.0
2024-07-29 00:00:00,5786.172155449972,0.0,100000.0,-0.0
2024-08-29 00:00:00,5730.74313293575,0.0,100000.0,-0.0
2024-09-28 00:00:00,5672.705897286509,0.0,100000.0,-0.0
2024-10-29 00:00:00,5616.2029019070305,0.0,100000.0,-0.0
2024-11-28 00:00:00,5557.9339271561685,0.0,100000.0,-0.0
